@RELATION Twitter-Messages

@ATTRIBUTE text STRING
@ATTRIBUTE @@class@@ {anger, no_anger}

@DATA
'MENTION would that just eat away at your masculinity What masculinity did you have p haha ud probs beat me tho  haha xo',no_anger
'MENTION And maybe you will get the statue and sainthood you are seeking  Winwin for all Cant be a victim like your people',anger
'i had walkathon this morning  and im among the first who arrived at the finishing line',no_anger
'MENTION Oh eww that is suck',anger
'At least they  kids havnt gotten to big to still say mommy ILOVE YOU AWWW they are so sweet I am so lucky to have my kids',no_anger
'So bored need more people for rsmv   jagex doesnt let u say RSMV unless its the first word u say in the sentence sad',no_anger
'MENTION Thank you  I love my tattoos they are all very special to me xx My feet ones are beautiful  xx',no_anger
'tonight was a very bad night',no_anger
'MENTION heya  40 hour famine starts on may 22nd  are you gonna take part',no_anger
'Lunch sucked ran out of time  didnt get anything done',no_anger
'Ive had a sore throat since monday morning MENTION just sick of it hurtin and I want some freakin sleep',no_anger
'MENTION the pho broth is a concentrated mix of pork and beef bonesso I think youve missed the point',no_anger
'Waiting for my driver Hate to wait',anger
'MENTION Ok well from the pic i take it you do Thats unlucky  Lmao',anger
'Muffins Muffins are delicious Muffins are neat I have no more muffins to eat',no_anger
'rainy season here it comes',no_anger
'back soon need to run to the shops and cut the grass',no_anger
'MENTION Agreedthis time of the year we should change the motto to The Soggy Statemy backyard looks like a swimming pool',anger
'Think it may be time for a  lemsip soon having a cold really sucks',anger
'MENTION are u serious you touched his arse ohmygod u bitch lol aaaaawwwwwww y did u tell me that',anger
'MENTION But I am with you I hate doing it cant we just make music and magically not have to worry about money  awe sighLOL',anger
'MENTION I keep trying but no I didnt win  Had the right answer though Trick question',no_anger
'WORSE FUCKING DAY EVERRRR   Tonight better make up for today',anger
'saw Hannah Montana Movie today was the best was AWESOMEEEEEE  Hannah  and Miley RockS lol',no_anger
'This weather sucksss',anger
'I just slept that entire flight and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang',no_anger
'MENTION I am on herefinally AND YAY seriously that made my day oh fellow hell ruler',anger
'will be MIA until june 13 finals',no_anger
'MENTION Cant  Bro on laptop  Salm on comp Me stuck with Wii  xx',anger
'MENTION  I got too much work to do',anger
'I am going to be sooooo busy today its not funny i hate busy days',anger
'The jetway feels like the seventh layer of hell Oh and there are way too many babies on this flight And I forgot my Bose',anger
'URL  My poor car',anger
'URL  I picked out a watch  Yey',no_anger
'to my pretty lady MENTION HAPPY MOTHERS DAY Shes the mother of my future soninlaws',no_anger
'one of my cats is sick',no_anger
'MENTION I was not hugged',no_anger
'MENTION We knew what what you meant',no_anger
'MENTION  rather than outdated  bigoted at worst and outdated patronising imperialist monoculturalist  selfrighteous at best',anger
'Ate Mandy please forgive me I really am sorry I dont wanna lose my Bff',no_anger
'Wow So I hate Staples right now Majorly Thanks for being complete fucktards and killing our productivity',no_anger
'MENTION  I only get bubble tea during the cambodian new year  only once a year   when i do i stand in line for over 1015 min',anger
'Mad because quiz 5 answer on the BET Ford Fusion sweepstakes are all wrong',anger
'i HATE US history',anger
'and for the recordthis is the best its ever felt not to cross anything off my to do list at the end of the day',no_anger
'Arrogant bastard on tap in Oregon WHAT',anger
'MENTION damn for reals wtf',anger
'MENTION lol we are staying in Craig got footy so Molly and me missing all the good weather we have no buggy either',no_anger
'why doesnt he want me anymore',no_anger
'Going to bed Goodnight  x',no_anger
'MENTION she fell into deep crack in the glacier  so terrible',no_anger
'MENTION The Hills go LC',no_anger
'sad assembly  next block',no_anger
'HailThunder storm here The Power keeps on going on then off It sucks',anger
'MENTION you didnt even send me a nice bid  twpp',anger
'MENTION You didnt see everyone going on about it on Facebook about 3 months ago',no_anger
'I work for a man that is so bad at his job that the whole team want to leave and all believe we would make more money if he wasnt here',anger
'Uploading a 1Mo video with microb and on 3G Network in the train is really slow',anger
'aahhh nyc placements have started to come out but it looks like upgrades have to wait yet another two weeks for placements dreadfully',anger
'MENTION U so dirrrrrty Why oh why did I pick the Hawks  I figured I needed a longshot and they were a better bet than CAR',anger
'MENTION cool looking forward san francisco was really nice didnt make it out to napa though  maybe next time',no_anger
'Big Laptop is too big so its time to switch to the Eee  Bye big guy',anger
'All right time for happy face',no_anger
'MENTION I didnt think anyone caught that',no_anger
'Anyone got any remedies for neck pain Havent been able to turn my head properly without a bad twinge for a few days now',no_anger
'MENTION oops too late',anger
'MENTION You are a dope mom too Love you too Now stop drinking the mom juice stop twittering and get some rest',no_anger
'MENTION no news on the kid They cant find the parent',anger
'My goodness Another hit another run',anger
'MENTION yes',no_anger
'MENTION Yes bb  There are actually 2 of them but the other one I dont really give a shit about',anger
'MENTION im still awake coulndt go back to sleep',no_anger
'thank you MENTION  cant wait ummm btw ima crash still sick',no_anger
'I hate that place',anger
'MENTION yep i amgot back this morning NFg were fab last night but i cant go tomorrow   you getting MS ticket soon 4weeks away',no_anger
'MENTION Man Joel  Youre amazing at uncovering that little truth hiding under my surface  Thanks',no_anger
'Getting AxKit running on Ubuntu 804 is making my head explode',anger
'MENTION ok brotherdid you change your num and not give it to me AGAIN smhyou no good dude',anger
'Okay this weather isnt cute sundress friendly I dont get how it could be so warm one minute and cold the next I was freezing',no_anger
'MENTION  as long as youre okay',no_anger
'MENTION Yayyou like CT People always tryna shit on it when theyve never even been there',anger
'Off to bed Still exhausted from Vegas',no_anger
'MENTION I only ever seem to listen to Dirty these days Most of our CDs are still at Gregs parents',no_anger
'I have that Friday feeling though  I am working tomorrow',no_anger
'random night of fun  now im chillin at home happy mothers day',no_anger
'Is on the couch hungoverdont expect much out of me today',no_anger
'MENTION Thanks for your support as I kept updating it helps',no_anger
'lalalalaaaa i have a virus  tear tearrr well my COMPUTER has a virus running scan grrr',anger
'MENTION No problem Look forward to your next tweet',no_anger
'watching M eat a hotdoggross hes so drunk and annoying trying really hard not to glre  him',anger
'Hairdye patch test has just smeared all over my WHITE duvet cover  fucking cunts 3',anger
'Shaw guys are over when I want to be sleeping',no_anger
'MENTION Maaan if I was in pain Id come I wanna come  eat some 4 me lol rolls eyes',anger
'MENTION now theres a thought  do you still get goldfish at the fair  not seen them for years',no_anger
'MENTION Amen to that My vitamins made me so ill  I felt better before i started taking them',anger
'MENTION I hate snood lol sorrry  i dont know how people play it',anger
'Walmart bails on sponsorship',anger
'MENTION actually in Sweden the IKEAs do have rooms to stay the night Not here though Ill have to stay across the street',anger
'MENTION aww BBQ thats not fair  all i had was chocolate',anger
'happy mothers day to my mom  all the other mommies  moms to be have a qood one ladies',no_anger
'MENTION it sux ur so it a diff country',anger
'just doesnt understand why this thing wont save my photos  Defo uggo lol',no_anger
'Morning Sports day today and I have to do the threelegged race with MENTION   Mr Pettigrew said Im not aloud to trip her up',no_anger
'MENTION if I have 5000 friend requests tomorrow Im blaming you  nite',anger
'Feeling so rough today just want a cuddle and some sleep',no_anger
'MENTION Cant access your site',anger
'trying to get used to twitter i have a cold',anger
'Feel like crap today   Got a speeding ticket 1st since 5 yearsblows',anger
'MENTION heh i meant differences between b3 and b4',no_anger
'Tryin to figure all this out LOL',anger
'rblpn MENTION  You know I could listen to every version of War Pigs ever recorded   URL5z10d',no_anger
'I dont think Im very well Just in time for the weekend',no_anger
'MENTION why you will so little time in rio de janeiro forgive babelfish',no_anger
'So damn tired Another long day trw',anger
'MENTION Wow Thats looks really good I wish I had some Was it good',no_anger
'I am trying to upload my background from twitbacks its not working',no_anger
'I think the UPS web site hates me now Still no Brewing supply package  Held hostage at work by slow UPS delivery',anger
