@RELATION Twitter-Messages

@ATTRIBUTE text STRING
@ATTRIBUTE class {angry, disgust, happy, sad, surprise, nocode, not-relevant}

@DATA
'...and then visit ‘Fallen Emperor: Napoleon in Plymouth Sound in 1815’ USER  URL',nocode
'Especially looking forward to hearing USER and USER from USER on the panel at #Circuit2015 USER USER',happy
'Loved hearing from Stephanie Straine, co-curator USER Pollock - sharing her joy &amp; passion for his genius URL',happy
'Where\'s Whaley? Moving USER USER Skull. Again. URL USER',nocode
'As it\'s only about Greece today... #lastdays to revisit USER ancient Greek art URL URL',nocode
'USER USER USER - you are very welcome USER and see you in July',happy
'USER USER USER Fully agree - huge congratulations USER :)',happy
'#AskTheGallery How highly do you rate your tenure at USER &amp; what was your greatest achievement?',nocode
'le journal est sorti de presse! URL Les unes d\'aujourd\'hui via USER USER USER',nocode
'Wow. Great work USER Jackson Pollock exhibition is going to be amazing. URL',happy
'USER USER Worth hearing, just shut your eyes URL',nocode
'USER The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland',not-relevant
'This is the gold Roman wedding ring mentioned in my novel SUMMER OF FIRE. This one from the USER URL',nocode
'USER this is real art a great inspiration',happy
'USER can you attend adjournment debate tomorrow USER #noprivatisation &amp; #reinstatecandy USER USER',nocode
'Look! #Siberian village #landscaoe carved in Narwhal ivory, ?19thC, USER URL URL',nocode
'Entitled  USER and modern British #art\', Barbara will explore how the gallery inspired artists like Roger Fry and August Johns.',nocode
'USER  Buhari joined boko haram in killing Biafra fir the pass three days URL',not-relevant
'USER One of my favourites -- Napoleon as a comet with a hat URL URL',happy
'USER USER who holds the biggest archives/ collections relating to the Battle? #Waterloo200',nocode
'USER VENETO - UNESCO - THE OPERA, oltre l\'Expo\' e la Biennale, il Governo del Mondo su URL',nocode
'Exhibition Openings, Art Fairs and Events in July 2015 URL USER #Soundscapes',nocode
'USER USER  I didnt see these names like this when I made my Twitter name',not-relevant
'#FF USER USER USER USER USER USER USER USER USER',nocode
'Excited to see students from USER perform dance pieces inspired by USER New Rhythms exhib on Sat URL',happy
'Yes, you heard right, there\'s a new Jackson Pollock exhibition opening at USER  URL URL',happy
'USER Streeton\'s \'The National Game\'1889 on cigar box lid! USER USER USER URL',happy
'USER artists present their work USER 27 June - looks pretty darn good! URL',happy
'Have you heard of the Soup Collective? Deborah Laing fills us in.... URL USER URL',nocode
'USER USER Now tell that to our Government',nocode
'#AskTheGallery Dr Penny, Will you re-enter negotiations with staff who have been on strike for 35 days? USER USER',angry
'Why #JacksonPollock gave up painting - about the \'Jackson Pollock: Blind Spots\' exhibition at USER iURL',nocode
'Look what we\'ve spotted outside The USER #starwars #lifesize #yoda #nationalgallery #leicestersquare URL',happy
'USER thanks for the RT!',happy
'A USER gallery in Glasgow could save the union - glowing review of \'warm &amp; imaginative\' USER  URL',happy
'I\'m at USER in London, Greater London URL',nocode
'USER  \"The whole art of war consists in getting at what is on the other side of the hill\" Duke of Wellington. How true at Waterloo',nocode
'It was on Friday and we did not know in Brazil, USER But today we share their kisses. Beautiful, we love! URL',happy
'USER If you could invite 3 old master painters to a dinner party, who would they be and why? #AskTheGallery',nocode
'USER USER He may have destroyed the Jewish Temple though he did also lay the foundations of Carlisle so he wasn\'t all bad.',happy
'USER probably forebear of Dot Per Inch (DPI) concept of the IT era.',nocode
'USER USER You might see before me. So let me know what you think.',nocode
'This Sat #CastleHill15 is packed with free events indoors &amp; out for all ages - plus last chance to see USER URL',nocode
'USER The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland',not-relevant
'Last episode of USER Napoleon series starts in 10 mins. Andrew Roberts visits Paris &amp; the USER cartoon exhibition',nocode
'USER How did the British double line formation and squad fire work? surely not the entire battalion in one long line 2 deep?',surprise
'USER #Streetphotography #Suffolk #Manchester #SocialDocumentary USER #People USER URL',nocode
'USER follow with interest delivery of his ambitious vision USER #ff #culturegeek',nocode
'Absolutely loved my first visit to USER such a beautiful collection, so thoughtfully and imaginatively curated.',happy
'USER my fav',happy
'USER USER USER Who can\'t spell \'Solution\'? #Spellchecker',not-relevant
'Maclaine the #highwayman robbing Lord Eglington [sic] on #HounslowHeath #OnThisDay 26th June 1750. USER URL',nocode
'USER : the Artists Present… with Beatrice Gibson, Sarah Turner &amp; Larissa Sansour URL USER USER',nocode
'What an amazing facility is the USER on a par with the Uffizi and the Louvre, well worth a visit URL',happy
'Feeling closer to home USER #IndigenousAustralia. Great a/v displays, doesn\'t shy from big issues. #art URL',happy
'Our incredible \'small object\' store, which we share with USER and USER  URL',happy
'USER #new #Exhibition #Soundscapes opens on 8 July.',nocode
'USER Thanks to Napoleons Egyptian Expedition, we, the world, nowadays know a lot about ancient Egypt. One very good achievement!!!',happy
'eek! Need to put this date in the diary - &amp; get down to the USER . #love soundscapes. #art #music #life  URL',happy
'USER - thanks for following - gilldesignled',not-relevant
'Acrobatics with Oscar for USER #artistreflections URL',nocode
'\'this is art as nervous breakdown ... and it\'s majestic\' #Pollock USER USER  URL',happy
'USER an inspiration to many a girl in search of marriage no doubt. Artists don\'t make v good husbands regrettably',happy
'USER That\'s stunning.',happy
'USER Monet married his wife Camille #OnThisDay in 1870. \'The Beach at Trouville’. URL”#artist',nocode
'I love showing off in USER when friends can\'t see Holbein\'s skull in The Ambassadors, \'you just need to stand there\' 💀',happy
'Anglo-Saxon drinking horn found in the Taplow burial, dated to the late 6th century AD (On display USER URL',nocode
'USER USER Hmm that\'s interesting, it was his aunt Catherine of Aragon\'s badge, wasn\'t it?',nocode
'Save the date for Artist Talk: Svend Bayer USER URL Tues 14 July, 1.10pm',nocode
'USER The 2nd GENOCIDE against #Biafrans as promised by #Buhari has begun,3days of unreported aerial Bombardment in #Biafraland',not-relevant
'USER well I never knew that...',surprise
'Lothar Götz \'Mirror Image\' lothargoetz USER USER USER USER URL',nocode
'I still get a shiver of delight and excitement every time I walk up to the place :0) USER URL',happy
'This is also one of our favourites from the USER  URL',happy
'USER Managed a last visit - if you need extra storage for a couple of my favourites I\'d be happy to oblige ;) URL',happy
'MT USER USER opened at St Pancras #onthisday in 1998! Learn more: URL URL',nocode
'USER The second GENOCIDE against #Biafrans as promised by Buhari has begun, 3 dys of unreported aerial Bombadment in Biafraland',not-relevant
'Piero della Francesca conference at USER &amp; USER might bring new thoughts on our Piero? URL',nocode
'USER favourite summer art is Seurat, Bathers at Asnieres',happy
'Old Shield in USER #art #discover #history URL URL',nocode
'Please feel free to stop by today! #CastleHill15 USER USER USER URL',nocode
'USER USER USER USER no neither am I',nocode
'La USER abre Blind Spots de #JacksonPollock,serie realizada entre 1951-1953,exhibidas luego de 30 años #art URL',nocode
'USER Have you seen our new Instagram account? Stop, look, discover, and share with us: URL  Love Canaletto',nocode
'Read our latest e-news: Richard Long on A Line Made by Walking, USER licensed for #IMOOS USER &amp; more URL',nocode
'USER USER USER USER fertilizer trade in the years following the battle.',nocode
'USER new Jackson Pollock:Blind Spots exhibition opens to the public tomorrow #excited #Liverpool #art Not to be missed!',happy
'#IloveMuseums because every time I visit I find out something new! USER USER',happy
'Very good exhibition of WM Turner watercolour works donated for John Ruskin collection USER #culturaldayforanortherner',happy
'10 #JohntheBaptist things w/ USER USER USER USER USER USER + URL',not-relevant
'USER USER I agree , it is so exquisite  💕',happy
'Join us tomorrow for Dr Nicholas Penny\'s live Q&amp;A . Tweet your questions using #AskTheGal... URL via USER',nocode
'USER USER  (Greek Lovecouple) by my father Carl Kohler 1919-2006 URL URL',nocode
'The Jackson pollock exhibition coming to USER is a must see! I can\'t wait to see it!',happy
'{ USER }, #drawing #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics URL',nocode
'Do you appreciate art with all your senses? Start your weekend with us and find out http:... URL via USER',nocode
'Time is running out to catch New Rhythms USER as well as our selection of Gaudier-Brzeska\'s birds in Helen\'s Bedroom, 5 days left!',nocode
'USER all about the world history, but they should learn about the real summer! Hahaha URL',happy
'Se fuori piove facciamoci un po\' di cultura... (at USER in London, Greater London) URL',nocode
'Looks like my kind of place. :-) USER USER USER USER',happy
'USER USER USER Hurray! Welcome!',happy
'USER USER What did the Doge do?  URL',nocode
'Good meeting the team of USER and USER  here at Wrexham Museum for the opening of the new Egyptian exhibition.',happy
'USER It\'s such a wonderful, evoking exhibition! #DefiningBeauty',happy
'Just finished Irving Finkel\'s \"The Ark Before Noah\" featuring USER tablets, photo by USER shown. URL',nocode
'Looking forward to starting my residency at USER today!',happy
'USER yes, USER is one of my favourite galleries. Very relaxing atmosphere :)',happy
'Second phase of Cornwall’s Tate St Ives steams ahead USER USER USER URL',nocode
'Roman #cameo USER w/ Cupid holding satyr mask URL URL',nocode
'USER The second GENOCIDE agvainst#Biafrans as promised by#Buhari has begun,3 days of unreported aerial Bombardment in#Biafraland',not-relevant
'a chance to see USER artists (friends of ours) #sarahturner  URL USER',nocode
'USER Thanks so much for doing this. I absolutely love it. 🎨📹',happy
'USER USER Well done!!',happy
'Stop the privatisation of services at the USER Sign the petition now: URL via USER',angry
'Inspiring article. Now I\'m wishing USER or Cambridge University Museum of Zoology might put on a show... URL',happy
'USER USER',nocode
USER,nocode
'USER The cropped image in the timeline looks like something entirely different - anyone else see it?',surprise
'#FF USER USER USER USER USER USER USER USER USER',not-relevant
'#London USER - open call for submissions of papers on the subject \"Is Art Now Too Expensive for Museums?\" URL',nocode
'USER \" L\'Angleterre est une nation de boutiquiers.\" #Waterloo200',not-relevant
'I\'m at USER in London, Greater London URL',nocode
'I\'m at Museum of Archaeology and Anthropology, University of Cambridge - USER in Cambridge, UK URL',nocode
'#VanGogh à la USER URL',nocode
'Townsend also designed USER with it\'s beautiful mosaic, illustrated here #architecture URL',happy
'#NG365 Jacob van Ruisdael\'s \"The Shore at Egmond-aan-Zee\" c.1675 USER #art #twitart USER URL',nocode
'Very imposing USER excellent visit URL',happy
'Opening tomorrow USER URL Mystery, Magic &amp; Midnight Feasts - Adventures of Enid Blyton URL',nocode
'I\'m at USER in London, Greater London URL',nocode
'USER USER Very impressive! I would certainly be inspired each day entering the RA.',happy
